City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
0,Araguacu,BR,-12.9306,-49.8264,82.26,72,100,5.73,overcast clouds,2021-11-06 17:34:24
1,Klaksvik,FO,62.2266,-6.589,49.12,98,100,19.62,overcast clouds,2021-11-06 17:34:25
2,Nabire,ID,-3.3667,135.4833,75.88,90,100,1.77,overcast clouds,2021-11-06 17:34:26
3,Ust-Nera,RU,64.5667,143.2,-16.85,94,27,5.08,scattered clouds,2021-11-06 17:34:26
4,Visby,SE,57.6409,18.296,49.86,81,20,9.22,few clouds,2021-11-06 17:34:27
5,Voh,NC,-20.9667,164.7,65.77,83,54,2.33,broken clouds,2021-11-06 17:34:28
6,Vilhena,BR,-12.7406,-60.1458,77.22,78,75,11.5,broken clouds,2021-11-06 17:34:28
7,Tiksi,RU,71.6872,128.8694,-4.59,94,71,13.06,broken clouds,2021-11-06 17:34:28
8,Kapaa,US,22.0752,-159.319,75.52,81,20,13.8,few clouds,2021-11-06 17:34:29
9,East London,ZA,-33.0153,27.9116,67.14,77,20,9.22,few clouds,2021-11-06 17:34:29
10,Aras,ES,42.5617,-2.356,43.32,74,15,8.84,few clouds,2021-11-06 17:34:30
11,Lakshmeshwar,IN,15.1333,75.4667,73.69,69,59,5.14,broken clouds,2021-11-06 17:34:30
12,Likasi,CD,-10.9814,26.7333,74.8,30,57,1.59,broken clouds,2021-11-06 17:34:30
13,Rikitea,PF,-23.1203,-134.9692,75.27,82,100,16.22,overcast clouds,2021-11-06 17:34:31
14,Saint-Philippe,RE,-21.3585,55.7679,74.79,79,46,8.14,scattered clouds,2021-11-06 17:34:31
15,Svetlyy,RU,54.675,20.1347,50.05,85,100,20.69,overcast clouds,2021-11-06 17:34:32
16,Emerald,AU,-23.5333,148.1667,73.54,73,63,9.22,broken clouds,2021-11-06 17:34:32
17,Medea,DZ,36.2642,2.7539,45.05,90,99,5.03,overcast clouds,2021-11-06 17:34:33
18,Haines Junction,CA,60.7522,-137.5108,19.35,93,100,0.0,overcast clouds,2021-11-06 17:34:33
19,San Policarpo,PH,12.1791,125.5072,81.57,84,100,13.8,overcast clouds,2021-11-06 17:34:34
20,Punta Arenas,CL,-53.15,-70.9167,53.71,62,90,14.97,light intensity shower rain,2021-11-06 17:32:51
21,Ushuaia,AR,-54.8,-68.3,47.86,53,75,14.97,broken clouds,2021-11-06 17:34:34
22,Georgetown,MY,5.4112,100.3354,80.53,92,40,5.01,light rain,2021-11-06 17:34:35
23,Port Macquarie,AU,-31.4333,152.9167,60.76,92,94,9.82,overcast clouds,2021-11-06 17:34:35
24,Baiyin,CN,36.5583,104.2081,16.68,40,98,2.75,overcast clouds,2021-11-06 17:34:35
25,Musiri,IN,10.9333,78.45,82.44,94,100,5.91,overcast clouds,2021-11-06 17:34:36
26,Hailin,CN,44.5833,129.4167,28.4,81,100,5.06,snow,2021-11-06 17:34:37
27,Atuona,PF,-9.8,-139.0333,77.95,77,36,18.34,light rain,2021-11-06 17:34:37
28,Tuktoyaktuk,CA,69.4541,-133.0374,19.4,79,90,18.41,overcast clouds,2021-11-06 17:34:38
29,Santa Rosa Del Sur,CO,7.9644,-74.0544,81.09,68,89,0.87,overcast clouds,2021-11-06 17:34:38
30,Chokurdakh,RU,70.6333,147.9167,5.36,96,100,8.46,light snow,2021-11-06 17:34:38
31,Polovinnoye,RU,54.7914,65.9864,31.01,53,96,16.82,overcast clouds,2021-11-06 17:34:39
32,Havelock,US,34.8791,-76.9013,64.38,83,90,7.0,overcast clouds,2021-11-06 17:31:49
33,Palmas,BR,-10.2128,-48.3603,84.07,70,75,8.05,broken clouds,2021-11-06 17:34:40
34,Sakakah,SA,29.9697,40.2064,72.97,30,0,8.61,clear sky,2021-11-06 17:34:40
35,Qaanaaq,GL,77.484,-69.3632,7.52,72,99,7.74,overcast clouds,2021-11-06 17:34:41
36,Constitucion,CL,-35.3333,-72.4167,60.3,60,38,6.8,scattered clouds,2021-11-06 17:31:25
37,Mataura,NZ,-46.1927,168.8643,50.49,95,71,0.58,broken clouds,2021-11-06 17:34:41
38,Nouadhibou,MR,20.931,-17.0347,75.18,53,0,16.11,clear sky,2021-11-06 17:34:42
39,Bogorodskoye,RU,56.55,37.8833,42.48,80,67,15.21,broken clouds,2021-11-06 17:34:42
40,Anakapalle,IN,17.6833,83.0167,78.75,84,100,4.05,overcast clouds,2021-11-06 17:34:43
41,San Patricio,US,28.017,-97.5169,70.21,44,0,5.26,clear sky,2021-11-06 17:34:43
42,Carnarvon,AU,-24.8667,113.6333,64.47,72,0,20.71,clear sky,2021-11-06 17:34:43
43,Thunder Bay,CA,48.4001,-89.3168,52.29,83,90,5.75,overcast clouds,2021-11-06 17:33:58
44,Yerbogachen,RU,61.2767,108.0108,14.31,95,97,6.33,overcast clouds,2021-11-06 17:34:44
45,Jiayuguan,CN,39.8167,98.3,8.92,48,0,6.51,clear sky,2021-11-06 17:34:45
46,Ratnapura,LK,6.6828,80.3992,75.02,95,98,2.46,light rain,2021-11-06 17:34:45
47,Provideniya,RU,64.3833,-173.3,8.51,82,9,6.2,clear sky,2021-11-06 17:34:45
48,Nanortalik,GL,60.1432,-45.2371,33.55,80,100,8.93,overcast clouds,2021-11-06 17:34:46
49,Arraial Do Cabo,BR,-22.9661,-42.0278,76.96,60,20,12.66,few clouds,2021-11-06 17:34:46
50,Albany,US,42.6001,-73.9662,51.67,52,13,1.01,few clouds,2021-11-06 17:34:47
51,Maniitsoq,GL,65.4167,-52.9,28.11,69,99,11.07,overcast clouds,2021-11-06 17:34:47
52,New Norfolk,AU,-42.7826,147.0587,53.1,60,80,3.0,broken clouds,2021-11-06 17:34:48
53,Hilo,US,19.7297,-155.09,80.28,75,1,8.05,clear sky,2021-11-06 17:33:44
54,Bambous Virieux,MU,-20.3428,57.7575,76.21,83,40,11.5,scattered clouds,2021-11-06 17:34:48
55,Kiunga,PG,-6.1219,141.2906,73.38,99,100,1.95,overcast clouds,2021-11-06 17:34:49
56,Bergen,NO,60.392,5.328,48.65,90,75,13.8,light rain,2021-11-06 17:34:49
57,Hofn,IS,64.2539,-15.2082,39.11,81,100,14.7,light rain,2021-11-06 17:34:49
58,Ahipara,NZ,-35.1667,173.1667,56.73,94,11,2.73,few clouds,2021-11-06 17:34:50
59,Kodiak,US,57.79,-152.4072,33.31,60,40,11.5,scattered clouds,2021-11-06 17:33:58
60,Port Alfred,ZA,-33.5906,26.891,63.12,83,100,4.32,light rain,2021-11-06 17:34:50
61,Odweyne,SO,9.4092,45.064,72.77,48,47,9.46,scattered clouds,2021-11-06 17:34:51
62,Gondanglegi,ID,-7.7479,112.0132,77.77,88,99,1.99,overcast clouds,2021-11-06 17:34:51
63,Belmonte,BR,-15.8631,-38.8828,82.4,84,75,9.31,broken clouds,2021-11-06 17:34:52
64,Shenzhen,CN,22.5455,114.0683,79.21,93,19,2.42,few clouds,2021-11-06 17:31:47
65,Nhulunbuy,AU,-12.2333,136.7667,81.21,83,22,5.75,few clouds,2021-11-06 17:34:53
66,Luderitz,NA,-26.6481,15.1594,63.07,67,99,25.97,overcast clouds,2021-11-06 17:34:53
67,Chuy,UY,-33.6971,-53.4616,66.09,54,97,13.78,overcast clouds,2021-11-06 17:34:53
68,Busselton,AU,-33.65,115.3333,46.09,84,0,9.46,clear sky,2021-11-06 17:34:54
69,Saint-Georges,GD,12.0564,-61.7485,87.48,62,20,23.02,few clouds,2021-11-06 17:34:54
70,Uvalde,US,29.3669,-99.767,67.19,45,1,3.44,clear sky,2021-11-06 17:34:55
71,Vao,NC,-22.6667,167.4833,67.35,63,12,6.62,few clouds,2021-11-06 17:34:55
72,Beloha,MG,-25.1667,45.05,69.26,70,95,16.73,overcast clouds,2021-11-06 17:34:56
73,Butaritari,KI,3.0707,172.7902,81.86,72,100,15.73,overcast clouds,2021-11-06 17:34:56
74,Coxim,BR,-18.5067,-54.76,87.03,55,79,9.93,light rain,2021-11-06 17:34:56
75,Birjand,IR,32.8663,59.2211,46.87,76,40,4.61,scattered clouds,2021-11-06 17:34:57
76,Cape Town,ZA,-33.9258,18.4232,63.27,61,20,1.99,few clouds,2021-11-06 17:30:24
77,Bredasdorp,ZA,-34.5322,20.0403,61.92,51,95,8.05,overcast clouds,2021-11-06 17:34:57
78,Ferme-Neuve,CA,46.7001,-75.4493,49.78,60,22,9.89,few clouds,2021-11-06 17:34:58
79,La Ronge,CA,55.1001,-105.2842,39.45,87,90,5.75,light intensity drizzle,2021-11-06 17:30:52
80,Fort Nelson,CA,58.8053,-122.7002,31.59,93,90,3.44,snow,2021-11-06 17:30:01
81,Kalabo,ZM,-14.97,22.6814,87.24,24,80,5.01,broken clouds,2021-11-06 17:34:14
82,Hermanus,ZA,-34.4187,19.2345,60.91,66,52,6.46,broken clouds,2021-11-06 17:34:59
83,Saskylakh,RU,71.9167,114.0833,7.45,90,100,14.27,overcast clouds,2021-11-06 17:34:59
84,Blagoyevo,RU,63.3667,47.9167,38.88,92,100,7.72,overcast clouds,2021-11-06 17:35:00
85,Puerto Ayora,EC,-0.7393,-90.3518,78.76,71,63,11.45,broken clouds,2021-11-06 17:35:00
86,Cherskiy,RU,68.75,161.3,2.12,84,77,10.22,broken clouds,2021-11-06 17:35:01
87,Halesowen,GB,52.4486,-2.0494,55.2,87,86,20.31,overcast clouds,2021-11-06 17:35:02
88,Jamestown,US,42.097,-79.2353,51.03,44,1,5.99,clear sky,2021-11-06 17:33:52
89,Ribeira Grande,PT,38.5167,-28.7,72.0,83,40,23.02,scattered clouds,2021-11-06 17:35:03
90,Pevek,RU,69.7008,170.3133,-6.11,90,82,8.1,broken clouds,2021-11-06 17:35:04
91,Aswan,EG,24.0934,32.907,84.22,22,0,10.58,clear sky,2021-11-06 17:35:05
92,Dingle,PH,10.9995,122.6711,76.98,92,99,5.82,heavy intensity rain,2021-11-06 17:35:05
93,San Juan Del Sur,NI,11.2529,-85.8705,86.22,66,40,6.91,scattered clouds,2021-11-06 17:35:06
94,Nacala,MZ,-14.5428,40.6728,75.04,88,6,3.94,clear sky,2021-11-06 17:35:06
95,Edgewater,US,28.9889,-80.9023,70.0,77,75,17.27,broken clouds,2021-11-06 17:35:07
96,Kailua,US,21.4022,-157.7394,77.74,76,20,9.22,few clouds,2021-11-06 17:35:07
97,Norman Wells,CA,65.282,-126.8329,24.84,93,75,2.3,broken clouds,2021-11-06 17:35:08
98,Salalah,OM,17.0151,54.0924,76.69,73,37,1.61,scattered clouds,2021-11-06 17:35:08
99,Upernavik,GL,72.7868,-56.1549,13.3,83,19,10.04,few clouds,2021-11-06 17:35:09
100,Channel-Port Aux Basques,CA,47.5702,-59.1367,44.31,67,87,22.1,overcast clouds,2021-11-06 17:30:52
101,Namibe,AO,-15.1961,12.1522,70.59,82,96,8.28,overcast clouds,2021-11-06 17:35:10
102,Barrow,US,71.2906,-156.7887,12.22,79,20,12.66,few clouds,2021-11-06 17:35:01
103,Vaini,TO,-21.2,-175.2,73.56,94,40,4.61,scattered clouds,2021-11-06 17:35:10
104,Henties Bay,NA,-22.116,14.2845,60.24,82,21,10.02,few clouds,2021-11-06 17:35:11
105,Tilichiki,RU,60.4667,166.1,22.14,95,99,2.53,overcast clouds,2021-11-06 17:35:11
106,Thompson,CA,55.7435,-97.8558,30.36,93,90,8.05,light snow,2021-11-06 17:35:12
107,Saldanha,ZA,-33.0117,17.9442,62.65,71,98,19.08,overcast clouds,2021-11-06 17:35:12
108,Kavieng,PG,-2.5744,150.7967,83.12,74,65,15.95,broken clouds,2021-11-06 17:35:13
109,Trincomalee,LK,8.5711,81.2335,78.33,87,97,10.18,moderate rain,2021-11-06 17:35:13
110,The Valley,AI,18.217,-63.0578,87.66,62,20,13.8,few clouds,2021-11-06 17:35:13
111,Baruun-Urt,MN,46.6806,113.2792,10.27,41,34,9.17,scattered clouds,2021-11-06 17:35:14
112,Sola,VU,-13.8833,167.55,80.19,75,94,9.84,overcast clouds,2021-11-06 17:35:14
113,Hobart,AU,-42.8794,147.3294,53.46,70,90,4.0,overcast clouds,2021-11-06 17:31:30
114,Kenai,US,60.5544,-151.2583,33.15,95,90,3.44,light snow,2021-11-06 17:35:15
115,Preobrazheniye,RU,42.9019,133.9064,45.41,79,88,8.34,overcast clouds,2021-11-06 17:35:15
116,Vilyuysk,RU,63.7553,121.6247,2.55,99,100,2.75,overcast clouds,2021-11-06 17:35:16
117,Adamovka,RU,51.5223,59.9396,28.72,29,96,11.65,overcast clouds,2021-11-06 17:35:16
118,Ambon,ID,-3.6954,128.1814,75.34,94,20,5.75,few clouds,2021-11-06 17:35:17
119,Daugavpils,LV,55.8833,26.5333,45.61,78,98,14.36,overcast clouds,2021-11-06 17:35:17
120,Khatanga,RU,71.9667,102.5,11.59,93,100,13.44,overcast clouds,2021-11-06 17:35:17
121,Kashin,RU,57.3592,37.6081,40.71,93,84,12.84,broken clouds,2021-11-06 17:35:18
122,Zhanaozen,KZ,43.3,52.8,36.75,19,0,10.56,clear sky,2021-11-06 17:35:18
123,Tasiilaq,GL,65.6145,-37.6368,26.76,71,76,6.89,broken clouds,2021-11-06 17:35:19
124,Finschhafen,PG,-6.6024,147.8681,78.03,79,17,2.33,few clouds,2021-11-06 17:35:19
125,Esperance,AU,-33.8667,121.9,49.84,75,0,5.1,clear sky,2021-11-06 17:35:20
126,Atar,MR,20.5169,-13.0499,88.03,18,0,10.04,clear sky,2021-11-06 17:35:20
127,Port Elizabeth,ZA,-33.918,25.5701,64.09,88,75,5.75,broken clouds,2021-11-06 17:31:56
128,Tsaratanana,MG,-16.7833,47.65,83.28,50,80,3.98,broken clouds,2021-11-06 17:35:21
129,Avarua,CK,-21.2078,-159.775,73.45,73,40,5.75,scattered clouds,2021-11-06 17:35:21
130,Bayir,TR,37.2687,28.2167,59.52,37,29,3.42,scattered clouds,2021-11-06 17:35:22
131,Mar Del Plata,AR,-38.0023,-57.5575,55.42,79,0,8.99,clear sky,2021-11-06 17:35:22
132,Kilindoni,TZ,-7.9139,39.6668,80.6,78,47,13.6,scattered clouds,2021-11-06 17:35:22
133,Cap Malheureux,MU,-19.9842,57.6142,76.46,77,33,5.01,scattered clouds,2021-11-06 17:35:23
134,Ekhabi,RU,53.5102,142.9671,25.59,86,100,23.09,snow,2021-11-06 17:35:23
135,Hithadhoo,MV,-0.6,73.0833,82.42,76,100,14.12,overcast clouds,2021-11-06 17:35:24
136,Lieto,FI,60.5103,22.4618,42.96,91,40,8.05,scattered clouds,2021-11-06 17:35:24
137,Changji,CN,44.0167,87.3167,20.19,73,0,6.71,clear sky,2021-11-06 17:35:24
138,Poum,NC,-20.2333,164.0167,73.56,67,79,6.17,broken clouds,2021-11-06 17:35:25
139,Oussouye,SN,12.485,-16.5469,95.18,55,32,8.77,scattered clouds,2021-11-06 17:35:25
140,Pedasi,PA,7.5333,-80.0333,81.84,72,66,2.17,broken clouds,2021-11-06 17:35:26
141,Maceio,BR,-9.6658,-35.7353,92.64,62,20,16.11,few clouds,2021-11-06 17:35:26
142,Ushibuka,JP,32.1906,130.0228,63.01,80,91,10.89,overcast clouds,2021-11-06 17:35:27
143,Sao Joao Da Barra,BR,-21.6403,-41.0511,78.89,69,84,13.11,broken clouds,2021-11-06 17:35:27
144,Broken Hill,AU,-31.95,141.4333,64.11,82,75,13.8,broken clouds,2021-11-06 17:35:27
145,Nikolskoye,RU,59.7035,30.7861,39.87,91,66,6.11,broken clouds,2021-11-06 17:35:28
146,Bafq,IR,31.6128,55.4107,52.61,41,51,5.77,broken clouds,2021-11-06 17:35:28
147,Dikson,RU,73.5069,80.5464,16.0,93,100,14.32,overcast clouds,2021-11-06 17:35:29
148,Sisimiut,GL,66.9395,-53.6735,20.1,66,39,12.06,scattered clouds,2021-11-06 17:35:29
149,Mount Vernon,US,40.9126,-73.8371,55.67,46,20,4.0,few clouds,2021-11-06 17:35:29
150,Alta Floresta,BR,-9.8756,-56.0861,84.02,70,75,6.91,broken clouds,2021-11-06 17:35:30
151,Douglas,US,41.3,-96.167,61.86,72,1,3.0,clear sky,2021-11-06 17:33:17
152,Nemuro,JP,43.3236,145.575,49.1,76,50,15.26,scattered clouds,2021-11-06 17:35:31
153,Tapes,BR,-30.6733,-51.3958,65.7,87,99,15.21,overcast clouds,2021-11-06 17:35:31
154,Pafos,CY,34.7667,32.4167,71.38,49,0,6.91,clear sky,2021-11-06 17:35:11
155,Ayan,RU,56.45,138.1667,14.95,59,66,19.57,broken clouds,2021-11-06 17:35:32
156,Tselinnoye,RU,53.0833,85.6667,21.29,84,100,9.24,overcast clouds,2021-11-06 17:35:32
157,Bluff,NZ,-46.6,168.3333,50.81,87,78,2.39,broken clouds,2021-11-06 17:35:33
158,Puerto Narino,CO,-3.7703,-70.3831,89.55,73,86,1.16,overcast clouds,2021-11-06 17:35:34
159,Am Timan,TD,11.0297,20.2827,89.28,27,57,4.52,broken clouds,2021-11-06 17:35:34
160,Vohibinany,MG,-17.35,49.0333,71.65,94,47,1.41,light rain,2021-11-06 17:35:35
161,Hirara,JP,24.8,125.2833,77.2,75,92,12.91,overcast clouds,2021-11-06 17:35:35
162,Mahebourg,MU,-20.4081,57.7,76.24,83,40,11.5,scattered clouds,2021-11-06 17:35:35
163,Praia,CV,14.9215,-23.5087,84.74,58,40,19.57,scattered clouds,2021-11-06 17:35:36
164,Lebu,CL,-37.6167,-73.65,58.06,76,39,12.86,scattered clouds,2021-11-06 17:35:36
165,Jaisalmer,IN,26.9147,70.9181,78.96,20,51,5.79,broken clouds,2021-11-06 17:35:37
166,Geraldton,AU,-28.7667,114.6,59.41,77,19,10.36,few clouds,2021-11-06 17:31:11
167,Namwala,ZM,-15.7504,26.4384,85.1,20,96,6.33,overcast clouds,2021-11-06 17:35:37
168,Ponta Delgada,PT,37.7333,-25.6667,70.52,78,20,18.41,few clouds,2021-11-06 17:35:38
169,Charyshskoye,RU,51.3978,83.5598,21.72,91,99,3.27,overcast clouds,2021-11-06 17:35:38
170,Marsabit,KE,2.3284,37.9899,76.96,41,35,14.09,scattered clouds,2021-11-06 17:35:39
171,Te Anau,NZ,-45.4167,167.7167,45.05,87,61,0.49,broken clouds,2021-11-06 17:35:39
172,Nara,JP,34.6851,135.8049,60.08,55,100,3.4,overcast clouds,2021-11-06 17:35:40
173,Padre Bernardo,BR,-15.35,-48.5,91.76,32,99,3.6,overcast clouds,2021-11-06 17:35:40
174,Lincoln,US,40.8,-96.667,62.01,67,1,3.0,clear sky,2021-11-06 17:35:40
175,Daru,PG,-9.0763,143.2092,78.98,86,46,7.34,scattered clouds,2021-11-06 17:35:41
176,Malartic,CA,48.1335,-78.1328,51.62,69,77,12.15,broken clouds,2021-11-06 17:35:41
177,Rio Grande,BR,-32.035,-52.0986,69.91,66,95,17.78,overcast clouds,2021-11-06 17:31:21
178,Dengzhou,CN,37.8086,120.7508,55.67,88,64,15.52,broken clouds,2021-11-06 17:35:42
179,Itarema,BR,-2.9248,-39.9167,87.39,58,41,15.93,scattered clouds,2021-11-06 17:35:42
180,Talnakh,RU,69.4865,88.3972,12.34,94,100,15.17,light snow,2021-11-06 17:35:43
181,Namatanai,PG,-3.6667,152.4333,78.62,77,61,9.13,broken clouds,2021-11-06 17:35:43
182,Marawi,PH,7.9986,124.2928,69.66,95,95,0.74,overcast clouds,2021-11-06 17:35:44
183,Padang,ID,-0.9492,100.3543,75.25,92,100,4.05,moderate rain,2021-11-06 17:35:44
184,Tokmak,UA,47.2514,35.7058,56.08,73,100,12.24,overcast clouds,2021-11-06 17:35:45
185,Sobolevo,RU,54.4299,31.8996,44.94,78,97,20.04,light rain,2021-11-06 17:35:45
186,Aripuana,BR,-9.1667,-60.6333,75.76,90,100,2.33,overcast clouds,2021-11-06 17:35:45
187,Monrovia,LR,6.3005,-10.7969,74.97,77,38,8.61,scattered clouds,2021-11-06 17:35:46
188,Vanimo,PG,-2.6741,141.3028,76.51,91,66,5.32,broken clouds,2021-11-06 17:35:46
189,Necochea,AR,-38.5473,-58.7368,62.04,42,81,13.09,broken clouds,2021-11-06 17:35:47
190,Okhotsk,RU,59.3833,143.3,19.11,94,100,22.48,snow,2021-11-06 17:35:47
191,Boyolangu,ID,-8.1181,111.8935,76.86,89,97,2.64,overcast clouds,2021-11-06 17:35:47
192,Kaitangata,NZ,-46.2817,169.8464,49.93,81,77,2.77,broken clouds,2021-11-06 17:35:48
193,Castro,BR,-24.7911,-50.0119,77.34,68,53,6.04,broken clouds,2021-11-06 17:35:48
194,Juruti,BR,-2.1522,-56.0922,94.84,41,78,0.76,broken clouds,2021-11-06 17:35:49
195,Qunduz,AF,36.729,68.857,43.34,30,3,2.26,clear sky,2021-11-06 17:34:27
196,Kruisfontein,ZA,-34.0033,24.7314,61.88,71,96,3.44,overcast clouds,2021-11-06 17:31:40
197,Saint-Joseph,RE,-21.3667,55.6167,73.78,78,33,9.28,scattered clouds,2021-11-06 17:35:50
198,Lorengau,PG,-2.0226,147.2712,81.68,78,62,8.81,broken clouds,2021-11-06 17:35:50
199,Laguna,US,38.421,-121.4238,61.65,88,1,1.01,clear sky,2021-11-06 17:32:23
200,Kupang,ID,-10.1667,123.5833,80.56,82,30,4.45,scattered clouds,2021-11-06 17:35:51
201,Comodoro Rivadavia,AR,-45.8667,-67.5,85.86,9,0,13.8,clear sky,2021-11-06 17:35:51
202,Coihaique,CL,-45.5752,-72.0662,68.61,30,0,10.36,clear sky,2021-11-06 17:31:27
203,Tual,ID,-5.6667,132.75,83.35,72,91,1.54,overcast clouds,2021-11-06 17:35:52
204,Peniche,PT,39.3558,-9.3811,60.28,71,0,15.26,clear sky,2021-11-06 17:35:52
205,Bethel,US,41.3712,-73.414,53.02,49,1,1.01,clear sky,2021-11-06 17:35:53
206,Antrim,GB,54.6667,-6.25,52.14,76,75,19.57,broken clouds,2021-11-06 17:35:53
207,Manihari,IN,25.35,87.6333,68.13,65,36,3.11,scattered clouds,2021-11-06 17:35:54
208,Tanda,IN,26.55,82.65,67.21,55,84,4.09,broken clouds,2021-11-06 17:35:54
209,Victor Harbor,AU,-35.5667,138.6167,57.29,69,95,9.91,overcast clouds,2021-11-06 17:35:54
210,Kadirli,TR,37.3739,36.0961,68.88,29,0,4.72,clear sky,2021-11-06 17:35:55
211,Torbay,CA,47.6666,-52.7314,41.29,79,75,17.27,broken clouds,2021-11-06 17:35:55
212,Bathsheba,BB,13.2167,-59.5167,86.61,66,40,20.71,scattered clouds,2021-11-06 17:35:56
213,Honningsvag,NO,70.9821,25.9704,35.35,60,75,20.71,broken clouds,2021-11-06 17:35:56
214,Assiniboia,CA,49.6334,-105.9845,49.91,46,73,11.5,broken clouds,2021-11-06 17:35:56
215,Seymchan,RU,62.8833,152.4333,13.59,92,100,1.77,overcast clouds,2021-11-06 17:35:57
216,Ribas Do Rio Pardo,BR,-20.4431,-53.7592,88.45,49,100,7.94,overcast clouds,2021-11-06 17:35:58
217,Gazanjyk,TM,39.2446,55.5154,42.75,29,94,10.38,overcast clouds,2021-11-06 17:35:58
218,Cabo San Lucas,MX,22.8909,-109.9124,88.52,51,60,1.3,broken clouds,2021-11-06 17:33:58
219,Hearst,CA,49.6835,-83.6665,48.45,74,70,11.23,broken clouds,2021-11-06 17:35:59
220,Tecoanapa,MX,16.5167,-98.75,84.6,65,66,5.19,broken clouds,2021-11-06 17:35:59
221,Cayenne,GF,4.9333,-52.3333,84.24,81,40,4.0,light rain,2021-11-06 17:35:59
222,Yellowknife,CA,62.456,-114.3525,30.42,99,75,6.91,broken clouds,2021-11-06 17:36:00
223,Kholm-Zhirkovskiy,RU,55.5189,33.4731,43.12,86,100,17.0,light rain,2021-11-06 17:36:00
224,Leningradskiy,RU,69.3833,178.4167,-11.92,88,2,5.7,clear sky,2021-11-06 17:36:01
225,Ola,RU,59.5833,151.2833,32.97,91,100,14.23,overcast clouds,2021-11-06 17:36:01
226,Juba,SS,4.8517,31.5825,80.19,56,80,2.62,light rain,2021-11-06 17:36:02
227,Maputo,MZ,-25.9653,32.5892,76.68,88,75,16.11,broken clouds,2021-11-06 17:36:03
228,Yilan,TW,24.757,121.753,77.83,99,77,3.06,broken clouds,2021-11-06 17:34:56
229,Kahului,US,20.8947,-156.47,78.84,76,40,11.5,scattered clouds,2021-11-06 17:36:04
230,Takoradi,GH,4.8845,-1.7554,80.4,81,96,9.17,overcast clouds,2021-11-06 17:36:04
231,Gamba,GA,-2.65,10.0,77.92,87,93,7.2,overcast clouds,2021-11-06 17:36:04
232,Cockburn Town,TC,21.4612,-71.1419,85.96,62,40,11.5,scattered clouds,2021-11-06 17:36:05
233,Mlowo,TZ,-9.0,32.9833,71.82,38,100,5.97,overcast clouds,2021-11-06 17:36:05
234,Mogadishu,SO,2.0371,45.3438,79.54,76,34,14.03,scattered clouds,2021-11-06 17:36:06
235,Letlhakane,BW,-21.4167,25.5833,85.14,30,86,9.66,overcast clouds,2021-11-06 17:36:06
236,Oga,IT,46.4631,10.347,31.69,68,1,0.38,clear sky,2021-11-06 17:36:07
